"X" "week" "date" "X23708" "X80913" "X78236" "X92134" "X23665" "X92055" "X99506" "X29207" "X78234" "X32542" "X42223" "X23511" "X76544" "X79920" "X22134" "X89191" "X28547" "X94535" "X98431" "X28310" "X32214" "X85309" "X30905" "X20762" "X22060" "X40121" "X39534" "X23801" "X29905" "X23604" "X32228" "X20889" "X92278" "X60088" "X9180" "X83648" "X66442" "X36112" "X87117" "X96859" "X65473" "X29152" "X31314" "X96319" "X96350" "X78843" "X84056" "X31905" "X57706" "X71459"
"43" 43 3 "1/18/10" 0.00556297 0.002418045 0.008051707 0.008031922 0.00530582 0.006555745 0.004483559 0.006412162 0.008118817 0.009641242 0.006789249 0.005490823 0.007443234 0.003656595 0.004309577 0.004601318 0.007141429 0.006395593 0.004515021 0.00603871 0.009365766 0.00570237 0.006642548 0.004131739 0.004213986 0.005995695 0.009696199 0.004917168 0.008585166 0.005182116 0.009365766 0.003855698 0.005185594 0.003189452 0.004252068 0.004346525 0.004149387 0.008185697 0.003662197 0.015528432 0.006246481 0.006394885 0.00826271 0.008211062 0.00686853 0.006556328 0.003739009 0.007935497 0.003310543 0.008501189
"44" 44 4 "1/25/10" 0.004216112 0.002361539 0.005900632 0.007277423 0.003971781 0.00550122 0.004854703 0.004303288 0.005856732 0.006535054 0.002784838 0.004146347 0.005218162 0.003451599 0.00325642 0.00457638 0.005251447 0.00654219 0.004449802 0.004282192 0.007093969 0.005293997 0.004369572 0.0031988 0.003212556 0.002730556 0.006262642 0.003712889 0.006245094 0.003871492 0.007093969 0.002963108 0.004476496 0.001841145 0.005089447 0.003901032 0.00206524 0.004874613 0.002949068 0.015333979 0.002149153 0.004310842 0.005821009 0.008163336 0.007231181 0.005521832 0.003229146 0.005013732 0.002095368 0.005182901
"45" 45 5 "2/1/10" 0.003660817 0.002477905 0.006997187 0.00791387 0.003600961 0.006328093 0.004668335 0.004398964 0.006905084 0.007092076 0.003530257 0.003710187 0.005727621 0.004646933 0.002795318 0.004650097 0.005177216 0.006618372 0.004693304 0.003881542 0.008608439 0.005472399 0.004684589 0.002866583 0.002807121 0.003156662 0.006863927 0.002935279 0.007338677 0.003349735 0.008608439 0.0026605 0.005150075 0.002703509 0.005120703 0.004128999 0.003261609 0.005862064 0.003779993 0.016443688 0.003152901 0.00448118 0.006982362 0.010106306 0.008490674 0.006940046 0.003537702 0.005733084 0.002650634 0.005362596
"46" 46 6 "2/8/10" 0.00307423 0.002458634 0.005510256 0.006989229 0.003071629 0.005613294 0.004180714 0.003535963 0.005492059 0.004947482 0.002873993 0.003130724 0.004518742 0.003436058 0.002356403 0.00443618 0.003870916 0.00636134 0.004845229 0.003156091 0.005328462 0.004903958 0.003613535 0.002493039 0.002365959 0.002615369 0.005113137 0.002595861 0.00500063 0.00288944 0.005328462 0.002287329 0.004824318 0.002157628 0.005034949 0.003826511 0.002714452 0.003637998 0.003417509 0.016115582 0.00291295 0.003530462 0.004527653 0.010715754 0.010031373 0.00526556 0.003375039 0.003645801 0.002160067 0.004391632
"47" 47 7 "2/15/10" 0.003339572 0.002701301 0.005580108 0.006895589 0.003364077 0.005352408 0.003743193 0.00354359 0.005523051 0.004806545 0.003118605 0.003402832 0.004839645 0.003143964 0.002731177 0.004422243 0.003737987 0.00729481 0.004014127 0.003294314 0.004667135 0.004240261 0.003497956 0.002874 0.002741272 0.003082511 0.005004611 0.002880532 0.004657402 0.003193749 0.004667135 0.002668522 0.004450998 0.002677277 0.004953223 0.004142533 0.002656743 0.003596169 0.00321592 0.01571797 0.003316833 0.003569055 0.004155321 0.010002119 0.009915424 0.005086413 0.003549465 0.00348394 0.002433023 0.004495579
"48" 48 8 "2/22/10" 0.004357028 0.002593134 0.005025847 0.00733857 0.004230152 0.005669903 0.004243162 0.004585944 0.005057651 0.005865075 0.003284005 0.004317445 0.00463656 0.00283983 0.00349413 0.003389047 0.005412971 0.006564498 0.004530613 0.004581861 0.006087844 0.003824657 0.004455249 0.003527039 0.003464554 0.003328385 0.005897029 0.003970901 0.005762869 0.004173172 0.006087844 0.003328823 0.003864015 0.0030039 0.005363403 0.003542803 0.002232594 0.004459156 0.003052138 0.017710927 0.002458122 0.004720332 0.005304077 0.008716392 0.007351937 0.00386483 0.003098686 0.004409188 0.002894028 0.005337155
"49" 49 9 "3/1/10" 0.004017507 0.003250499 0.007144423 0.007446751 0.004011259 0.006085202 0.003930086 0.00362913 0.007072211 0.004992367 0.003290733 0.004057 0.006504519 0.003495285 0.003473434 0.004129591 0.004199225 0.006244128 0.004775196 0.003553199 0.004865246 0.005146844 0.003685126 0.003457402 0.003454642 0.003109503 0.005142989 0.003531521 0.00481063 0.003864604 0.004865246 0.003266083 0.004419607 0.002975988 0.005541277 0.004588604 0.004009851 0.00393278 0.003533815 0.015413251 0.003421636 0.003589796 0.004403741 0.010177757 0.008115698 0.006871255 0.003963454 0.003766164 0.004092458 0.005128244
"50" 50 10 "3/8/10" 0.006883596 0.003383665 0.006626156 0.006883458 0.006462569 0.005506307 0.003931094 0.006997054 0.006718447 0.008926208 0.006789044 0.006682587 0.006253775 0.002749101 0.00584266 0.00340508 0.00780106 0.004935195 0.004213002 0.007068188 0.008385926 0.004376196 0.007045224 0.005567541 0.005721156 0.00673497 0.009121142 0.006568958 0.008238058 0.00654343 0.008385926 0.005423565 0.003593087 0.005836009 0.005258898 0.003296127 0.005696592 0.007782452 0.003396422 0.014843565 0.006364179 0.007030488 0.007785079 0.009364391 0.007687152 0.004525684 0.003794952 0.00733672 0.003996874 0.008153285
"51" 51 11 "3/15/10" 0.005870678 0.002885166 0.007116317 0.006055358 0.005731338 0.004488322 0.003927108 0.006202476 0.007090603 0.00756373 0.005990039 0.005819996 0.006387306 0.002981483 0.00537058 0.003173129 0.006616191 0.00664209 0.004448757 0.00594588 0.007787375 0.003364446 0.006481419 0.005306349 0.005350005 0.005503754 0.007406478 0.005506127 0.007484699 0.005720554 0.007787375 0.005040865 0.003014577 0.004258308 0.005259151 0.003526137 0.004264524 0.006814265 0.003242712 0.014088287 0.005583603 0.006118102 0.007152573 0.009935649 0.008393132 0.005726143 0.003753257 0.006665861 0.003525099 0.006508488
"52" 52 12 "3/22/10" 0.00712084 0.002953914 0.007030495 0.006790823 0.006725133 0.004797082 0.004019111 0.006993867 0.007044546 0.008414258 0.006363571 0.006936531 0.006474394 0.00232788 0.006207378 0.002334369 0.007935428 0.006130226 0.005026288 0.006889416 0.008975753 0.003007077 0.007135201 0.006027754 0.006156092 0.006088307 0.008409053 0.006547692 0.008374601 0.006775704 0.008975753 0.005852057 0.002499726 0.003318227 0.005125454 0.003149343 0.004689292 0.007458342 0.002644015 0.015990637 0.005645362 0.006999002 0.008048508 0.009671062 0.007659769 0.004723408 0.003444002 0.007356741 0.003427288 0.007378698
"53" 53 13 "3/29/10" 0.008104012 0.002242698 0.008862936 0.007091664 0.007787908 0.00567475 0.003883467 0.008363309 0.00892322 0.009046304 0.007031124 0.007950196 0.008419571 0.001962365 0.007366759 0.00258824 0.009046324 0.006052459 0.004442611 0.008039321 0.009306849 0.002716094 0.008410797 0.007019886 0.007262182 0.006779611 0.009330494 0.007759371 0.009495237 0.007835402 0.009306849 0.007003571 0.002804883 0.006601189 0.004683032 0.003352228 0.006226887 0.00806329 0.002188687 0.015558952 0.007705174 0.008274886 0.00889384 0.008811501 0.007271066 0.006799366 0.003673813 0.008159005 0.003453505 0.009160036
"54" 54 14 "4/5/10" 0.009730113 0.002561924 0.009743078 0.006886534 0.009258645 0.005443243 0.00386629 0.0093952 0.009736102 0.009816778 0.008033494 0.009465202 0.009159073 0.002275868 0.008579516 0.002820149 0.010687124 0.006080126 0.004397448 0.009548528 0.010905033 0.00268286 0.009336015 0.008298814 0.008462202 0.007754508 0.009859512 0.009213724 0.010813543 0.009417661 0.010905033 0.007887981 0.002928729 0.00619716 0.004782487 0.003072182 0.006352511 0.008980714 0.002043561 0.014003029 0.008073608 0.009561842 0.010477708 0.009555111 0.008693538 0.008248814 0.003873732 0.009209633 0.003774597 0.008916435
"55" 55 15 "4/12/10" 0.007810404 0.00487699 0.011806573 0.007996575 0.007579454 0.006436332 0.003632556 0.008332312 0.011756413 0.010386662 0.007638672 0.007739646 0.011260418 0.00580389 0.006481098 0.003080843 0.009092075 0.006631472 0.005550681 0.008041432 0.010961802 0.00362791 0.008348679 0.006289661 0.00636739 0.007308519 0.011092666 0.007147507 0.010110743 0.007444484 0.010961802 0.005931819 0.003784777 0.005754925 0.004688011 0.004137667 0.007773287 0.008953607 0.004801771 0.015996078 0.007477854 0.008363284 0.009539568 0.009258314 0.00611565 0.011165928 0.004308395 0.008808955 0.004764209 0.010201452
"56" 56 16 "4/19/10" 0.007992467 0.005460086 0.010324256 0.007882456 0.007766651 0.006588144 0.003413836 0.008614365 0.010339721 0.011789402 0.00840049 0.007913021 0.009751828 0.00491844 0.006860141 0.003739953 0.009512733 0.006929865 0.005697117 0.008428897 0.011487922 0.004240047 0.008751379 0.006692187 0.00676563 0.007747306 0.011775438 0.007464572 0.010840822 0.007704439 0.011487922 0.006301842 0.004139581 0.006015471 0.004570965 0.004911272 0.007530779 0.009998767 0.00494431 0.014285073 0.008233039 0.00867889 0.010393681 0.009246526 0.008609586 0.009076847 0.005157766 0.009888053 0.006141746 0.010328928
"57" 57 17 "4/26/10" 0.009647321 0.003304828 0.009781382 0.007928378 0.009203343 0.006404123 0.003699483 0.01016012 0.009889531 0.011734966 0.009511009 0.0093933 0.008957714 0.002913009 0.008772461 0.00311724 0.010485929 0.00621034 0.005253138 0.009652079 0.012281684 0.003020345 0.010157662 0.008504208 0.008657417 0.00917664 0.011981851 0.009186625 0.01141865 0.009409796 0.012281684 0.00818737 0.003245304 0.007227572 0.004807817 0.003793497 0.006819723 0.010534484 0.003191681 0.015311935 0.008912044 0.010254594 0.011274059 0.008084694 0.007003462 0.007444577 0.004229983 0.010300009 0.003839989 0.011460468
"58" 58 18 "5/3/10" 0.011754119 0.003644916 0.009933717 0.008185369 0.011052997 0.006267725 0.003483649 0.013733509 0.009943581 0.014174367 0.009961505 0.011389702 0.008803624 0.003120962 0.010128712 0.002449453 0.013710545 0.006314686 0.004810961 0.013229683 0.016091186 0.002775764 0.013573225 0.009819372 0.009988332 0.009269269 0.013905683 0.011199216 0.014455465 0.011233824 0.016091186 0.009305065 0.002843234 0.006394978 0.004628447 0.003099897 0.005818709 0.012773375 0.003666756 0.014028238 0.008446107 0.013766558 0.014503555 0.008346396 0.007475774 0.008207013 0.003559245 0.013129271 0.003779438 0.009897103
"59" 59 19 "5/10/10" 0.010445693 0.004885194 0.014468666 0.008057688 0.009965701 0.006511585 0.003434312 0.012692694 0.014403728 0.014830391 0.012989265 0.010188482 0.013768105 0.002588934 0.009094168 0.003343896 0.012292569 0.007233584 0.006374446 0.012217338 0.013814823 0.00286979 0.013057422 0.008662154 0.008906629 0.011801693 0.015455357 0.010188292 0.013305481 0.010060623 0.013814823 0.008309691 0.003323269 0.006880167 0.004598882 0.004336368 0.008261873 0.014470409 0.00357777 0.011778306 0.01100846 0.012448117 0.013142669 0.007615105 0.005155533 0.0134803 0.005395333 0.014734357 0.005807139 0.014125485
"60" 60 20 "5/17/10" 0.011105763 0.005451045 0.016204419 0.008448223 0.010867034 0.007190202 0.003655135 0.014145859 0.01624715 0.016228349 0.012404843 0.011013497 0.015429392 0.002754133 0.010038438 0.003531013 0.013798853 0.006665155 0.006044165 0.013222655 0.016054484 0.003678119 0.014123509 0.009720217 0.009931624 0.011621122 0.017311295 0.010826202 0.015326955 0.010806124 0.016054484 0.009510443 0.003954136 0.009344514 0.004276587 0.004908045 0.010737722 0.014773375 0.003520035 0.01338464 0.011568364 0.014097616 0.015082632 0.007036929 0.005498289 0.014339597 0.005640598 0.014741403 0.008297774 0.016058501
"61" 61 21 "5/24/10" 0.013145319 0.005710894 0.014222702 0.007905624 0.013011812 0.006315434 0.003778224 0.013921901 0.014219662 0.016192768 0.015246159 0.012998597 0.013183246 0.004538248 0.01411277 0.003262951 0.014288622 0.006864149 0.006833881 0.013820318 0.015048622 0.002972268 0.013904688 0.013627371 0.014031167 0.014293693 0.016993491 0.013734048 0.015197145 0.013235168 0.015048622 0.013832143 0.003454206 0.013373546 0.004382863 0.004919254 0.013032184 0.015069924 0.003952283 0.013140282 0.014627329 0.013857596 0.014598981 0.008678374 0.008807249 0.013661504 0.00541037 0.014694726 0.009270661 0.014607358
"62" 62 22 "5/31/10" 0.016959682 0.006158908 0.014797461 0.0094176 0.016351233 0.008442359 0.003171697 0.01670095 0.014823163 0.01807456 0.016391015 0.016550704 0.013756323 0.003693487 0.016340051 0.005297293 0.017236802 0.009952375 0.007759416 0.017182436 0.017840817 0.004017779 0.016496779 0.015764847 0.016099337 0.01587265 0.018494578 0.016976501 0.017851087 0.016775987 0.017840817 0.015064779 0.00547152 0.012555874 0.004957198 0.007990704 0.012953056 0.017113552 0.003624266 0.015247848 0.015866923 0.016947213 0.017344547 0.007627671 0.006605459 0.012140956 0.008127242 0.017073539 0.00798586 0.016766216
"63" 63 23 "6/7/10" 0.014341138 0.00822375 0.017537674 0.009473606 0.014013203 0.008515632 0.002746231 0.014587109 0.01762773 0.017924064 0.016612177 0.014222231 0.016599803 0.004081867 0.012658427 0.005492257 0.01621632 0.007837913 0.008095831 0.014917981 0.016997506 0.00538199 0.014824655 0.012319155 0.012498175 0.015597751 0.020102973 0.013730775 0.017227234 0.013895794 0.016997506 0.011853385 0.005530693 0.012417287 0.004378424 0.005982328 0.01581164 0.016366935 0.004366538 0.011222954 0.016394996 0.014572293 0.016021498 0.006982254 0.005959891 0.015772633 0.008047085 0.016391019 0.008993635 0.017711272
"64" 64 24 "6/14/10" 0.016261251 0.005144923 0.015867692 0.008839696 0.016102452 0.006857016 0.003291051 0.016870406 0.015951489 0.019811192 0.018831447 0.016133857 0.014618524 0.003430313 0.015591238 0.002988633 0.018378728 0.00703193 0.007402191 0.017578278 0.018998283 0.003711807 0.017033638 0.014923648 0.01539079 0.017745757 0.020077667 0.016415163 0.019226872 0.016206397 0.018998283 0.014641102 0.002716427 0.014430487 0.004988439 0.005298237 0.016092988 0.018601896 0.00305019 0.013694682 0.017405346 0.016758632 0.018132346 0.007054421 0.006252115 0.014446465 0.005864825 0.017949123 0.008559103 0.016565399
"65" 65 25 "6/21/10" 0.017764821 0.006120118 0.015113461 0.008955573 0.017417962 0.007062137 0.003518726 0.017235856 0.015185586 0.018706374 0.0187567 0.017685695 0.013828462 0.006270106 0.015650174 0.002594089 0.019565809 0.008083446 0.009290725 0.018746035 0.018755171 0.003236465 0.017475956 0.014913869 0.015436806 0.017785417 0.019704016 0.016460762 0.01908261 0.017186563 0.018755171 0.014831941 0.002806191 0.015907804 0.004495525 0.006110134 0.015714498 0.017622606 0.005496791 0.010924737 0.017804566 0.017030817 0.018001596 0.007137818 0.005798328 0.013463802 0.006069548 0.017502466 0.011250845 0.018196551
"66" 66 26 "6/28/10" 0.013192677 0.007056471 0.016915339 0.00976033 0.013391497 0.008159314 0.002891502 0.014966809 0.016917836 0.018036458 0.014266934 0.013374423 0.016722318 0.00990703 0.011558275 0.003568174 0.015616038 0.007292861 0.007916219 0.014443818 0.018316423 0.005196255 0.015794425 0.011142964 0.01137586 0.012977179 0.018890731 0.012290209 0.017344556 0.013008775 0.018316423 0.010725519 0.003960574 0.011013895 0.004418531 0.006126284 0.012332265 0.017121866 0.008211509 0.010808574 0.012987601 0.015117913 0.016781175 0.006996302 0.005667036 0.016088776 0.006044574 0.016603563 0.009626187 0.017797823
